number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_n_estimators,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_best_iteration,state
10,0.9882046470336774,2026-04-27 16:42:41.426046,2026-04-27 16:42:46.470238,0 days 00:00:05.044192,0.8010124870699186,0.19953767859742444,0.025137344588454093,7,7,1429,0.16172672993694912,0.3135697131356357,0.6071847502459278,1428,COMPLETE
11,0.9884055432139095,2026-04-27 16:42:46.470852,2026-04-27 16:42:51.892135,0 days 00:00:05.421283,0.814249705614196,0.023376407707150076,0.023374412206397632,7,7,1495,0.1818011123105647,0.29163991155219904,0.6097132653988919,1494,COMPLETE
12,0.9885605704267069,2026-04-27 16:42:51.893083,2026-04-27 16:42:57.095714,0 days 00:00:05.202631,0.8374709757162002,0.015536082439507623,0.023662641128950918,7,7,1458,0.3240199726509764,0.15055494946272555,0.6050785532559382,1456,COMPLETE
13,0.9875851433803811,2026-04-27 16:42:57.096620,2026-04-27 16:43:04.792747,0 days 00:00:07.696127,0.828710827199778,0.09146016839236987,0.02455537902996222,8,7,1495,0.7358985750119167,0.12864725565457777,0.600751750127807,1494,COMPLETE
14,0.9810199448167242,2026-04-27 16:43:04.793425,2026-04-27 16:43:07.342085,0 days 00:00:02.548660,0.9985595357146483,1.7077765831491594,0.02838684831520225,8,9,1267,2.134275671804335,0.2816393864538024,0.9984067957444854,524,COMPLETE
15,0.9861464897993942,2026-04-27 16:43:07.342609,2026-04-27 16:43:10.727192,0 days 00:00:03.384583,0.8586963239553378,0.5221658930359906,0.018333128153691446,6,6,1303,0.20070942351074,0.024484224687182886,0.7495910822966338,1302,COMPLETE
16,0.9844270988094234,2026-04-27 16:43:10.727869,2026-04-27 16:43:13.017695,0 days 00:00:02.289826,0.7614442249414572,1.7919514239527097,0.03392435160234817,8,8,1276,0.017330181808768136,0.05940843160320308,0.7114652779980589,713,COMPLETE
17,0.977038364293264,2026-04-27 16:43:13.018284,2026-04-27 16:43:14.369973,0 days 00:00:01.351689,0.875869770084707,0.6122133392523894,0.01795054040748159,6,6,477,0.5048130365859905,0.6016583870353303,0.6435360403446044,476,COMPLETE
18,0.9854584635900919,2026-04-27 16:43:14.370622,2026-04-27 16:43:23.459887,0 days 00:00:09.089265,0.7770145802474593,0.06632733810148528,0.01844482500231795,9,10,1394,0.09575572027104308,0.07449029925617401,0.6001560963638785,1393,COMPLETE
19,0.9844936032166158,2026-04-27 16:43:23.460966,2026-04-27 16:43:25.711106,0 days 00:00:02.250140,0.9749250435374458,3.1299545467295,0.03601139090225144,7,8,1166,3.1195021203784767,0.004767888795794931,0.7006088259987462,899,COMPLETE
20,0.9791136350754706,2026-04-27 16:43:25.711720,2026-04-27 16:43:26.481937,0 days 00:00:00.770217,0.827760909783021,4.969213925248543,0.13121025882778947,4,5,1359,0.01096217979111255,0.0011129709953152695,0.7516818631642986,490,COMPLETE
21,0.9880395954148727,2026-04-27 16:43:26.482760,2026-04-27 16:43:32.122009,0 days 00:00:05.639249,0.8096183749033755,0.026658298241757243,0.02506523111038057,7,7,1464,0.21941291191244103,0.2455257392386203,0.6374769901333308,1463,COMPLETE
22,0.9871699648863884,2026-04-27 16:43:32.123155,2026-04-27 16:43:36.325970,0 days 00:00:04.202815,0.7768343308583133,0.5629485744083552,0.02172668393631921,6,7,1481,0.170359221653046,0.45197470474199614,0.6182193144110355,1480,COMPLETE
23,0.9874982781763892,2026-04-27 16:43:36.326479,2026-04-27 16:43:40.799848,0 days 00:00:04.473369,0.8662186233050861,0.4796714842276837,0.032973330692465774,7,9,1206,0.055217320648929175,0.039868974143092296,0.6802210286121898,1205,COMPLETE
24,0.9855570733116802,2026-04-27 16:43:40.800409,2026-04-27 16:43:46.345324,0 days 00:00:05.544915,0.7367549965134947,1.3660166911762184,0.015028798156660582,8,6,1414,0.8746573127301179,0.19517855336977588,0.6205258726354747,1404,COMPLETE
25,0.9822098994544792,2026-04-27 16:43:46.345974,2026-04-27 16:43:49.287552,0 days 00:00:02.941578,0.9026497111094224,0.9325057848033952,0.039805273635552474,9,7,1340,0.13025479084694924,1.07146092389775,0.6717525713161091,578,COMPLETE
26,0.986675989465322,2026-04-27 16:43:49.288440,2026-04-27 16:43:51.578073,0 days 00:00:02.289633,0.8022975615302126,0.34842730131643573,0.029776553616713147,6,9,903,0.3476488761071693,0.10744770872532358,0.6337816067519099,902,COMPLETE
27,0.9861486589557866,2026-04-27 16:43:51.578684,2026-04-27 16:43:54.746000,0 days 00:00:03.167316,0.8360780815505758,2.037573134956815,0.02168666442819629,7,5,1220,1.4484499198979932,0.34974454784128634,0.6905892320438493,1219,COMPLETE
28,0.9850200803073396,2026-04-27 16:43:54.746975,2026-04-27 16:44:02.356012,0 days 00:00:07.609037,0.9414830198353656,0.8080837081881797,0.010107069990318372,8,8,1388,0.09966322360917766,0.6602137627321296,0.7270813894488927,1387,COMPLETE
29,0.9758448696120363,2026-04-27 16:44:02.356772,2026-04-27 16:44:05.133863,0 days 00:00:02.777091,0.763352187625849,3.2909144965150063,0.04376625529878231,10,4,1103,0.004836439144850423,2.287461665842602,0.6180390747781028,1083,COMPLETE
30,0.9719241683623852,2026-04-27 16:44:05.134895,2026-04-27 16:44:06.478482,0 days 00:00:01.343587,0.8485463805969651,1.346698914658489,0.015276517323179637,6,3,470,0.3744046719679498,0.1658370709200567,0.8595849191581006,469,COMPLETE
31,0.9882205745770695,2026-04-27 16:44:06.479084,2026-04-27 16:44:11.692188,0 days 00:00:05.213104,0.8018621602637811,0.006034039699118338,0.025317944334037498,7,7,1496,0.20608480387078768,0.23478195224704246,0.6433934311560109,1495,COMPLETE
32,0.9883519881742683,2026-04-27 16:44:11.693176,2026-04-27 16:44:17.071124,0 days 00:00:05.377948,0.7955538818014943,0.28880818972278277,0.025681528011877657,7,7,1497,0.23463049135201078,0.04357536967154916,0.6021843751185753,1496,COMPLETE
33,0.9877519658391863,2026-04-27 16:44:17.071729,2026-04-27 16:44:22.549362,0 days 00:00:05.477633,0.8783371172720817,0.002286891979446027,0.02216866909039646,7,6,1489,0.06502706397708059,0.026333363873468546,0.6527885750043898,1488,COMPLETE
34,0.9869400050878794,2026-04-27 16:44:22.550135,2026-04-27 16:44:27.748974,0 days 00:00:05.198839,0.7856433692211388,0.36963417006909105,0.029658027438275735,8,8,1350,0.7267160082350008,0.06957027898285469,0.6584361691932035,1343,COMPLETE
35,0.9858505729894591,2026-04-27 16:44:27.749601,2026-04-27 16:44:31.071922,0 days 00:00:03.322321,0.7554714044138889,0.7226906600126328,0.016984144935455237,6,7,1270,0.25081650480733536,0.012921957326326684,0.6372233216269418,1269,COMPLETE
36,0.9857179187205948,2026-04-27 16:44:31.072593,2026-04-27 16:44:33.449263,0 days 00:00:02.376670,0.7109060471471903,1.1333275284547375,0.05717210492033177,7,6,1408,0.044539918367157226,0.7789667218542888,0.6287620295633309,1040,COMPLETE
37,0.9850512578363725,2026-04-27 16:44:33.449784,2026-04-27 16:44:35.613764,0 days 00:00:02.163980,0.7006370428783895,0.29452673685713854,0.03779761843659369,4,9,1498,3.5199653809521414,0.039822697676628736,0.6674705609755311,1497,COMPLETE
38,0.9780373599749789,2026-04-27 16:44:35.614402,2026-04-27 16:44:37.512219,0 days 00:00:01.897817,0.82092644079665,0.8113786532391362,0.06913461093031702,9,5,792,0.4692014546197311,0.007987033138391164,0.80450437139221,382,COMPLETE
39,0.9816458510352258,2026-04-27 16:44:37.513088,2026-04-27 16:44:39.752303,0 days 00:00:02.239215,0.8900803699608727,3.4985771797817087,0.01446767072433418,5,8,1152,0.0831187558974601,1.779549085290228,0.6050110089594067,1151,COMPLETE
40,0.9723865550017505,2026-04-27 16:44:39.752767,2026-04-27 16:44:40.153039,0 days 00:00:00.400272,0.7363031189146235,2.649140383770607,0.1984756261353009,8,7,1310,1.3486772128086215,0.15292308532891713,0.9859927984966997,95,COMPLETE
41,0.9883742289950866,2026-04-27 16:44:40.153597,2026-04-27 16:44:45.028348,0 days 00:00:04.874751,0.7994167860714836,0.25327541345341104,0.025171769149661082,7,7,1438,0.1539837563412879,0.37114156829487577,0.6161482660160436,1436,COMPLETE
42,0.9877473895504515,2026-04-27 16:44:45.029112,2026-04-27 16:44:50.309205,0 days 00:00:05.280093,0.8488251750588098,0.289422686431393,0.020414759601651154,7,6,1434,0.1236361137834813,0.09634828580902333,0.649963181625018,1430,COMPLETE
43,0.988015764833216,2026-04-27 16:44:50.309841,2026-04-27 16:44:55.100593,0 days 00:00:04.790752,0.7867004282855816,0.32393976766859417,0.026234508853813756,7,7,1358,0.2780731529335381,0.34213587131506656,0.6257694279033041,1357,COMPLETE
44,0.9880132774746208,2026-04-27 16:44:55.101200,2026-04-27 16:44:58.388114,0 days 00:00:03.286914,0.8158623497912246,1.1226702657010756,0.030814024007012056,6,8,1422,0.02503980155283178,0.4554305118308872,0.6020571858957867,1421,COMPLETE
45,0.9838096688437007,2026-04-27 16:44:58.388693,2026-04-27 16:45:00.316560,0 days 00:00:01.927867,0.7947209740147324,0.661544631873912,0.10194613690956261,7,6,1500,0.7014512199961547,0.04406963083167361,0.6836044683534235,805,COMPLETE
46,0.9847805348260095,2026-04-27 16:45:00.317220,2026-04-27 16:45:06.432559,0 days 00:00:06.115339,0.8433486076646192,0.00633620201501231,0.044130444388871044,8,7,1202,0.13686429003430395,0.22536517424806288,0.8973337147881429,1200,COMPLETE
47,0.9604442140231106,2026-04-27 16:45:06.433124,2026-04-27 16:45:06.963172,0 days 00:00:00.530048,0.6430665877040955,1.5936891640706023,0.02672503326821255,5,9,262,0.5041914859567007,0.022045527704490087,0.776813283374943,261,COMPLETE
48,0.987618243891014,2026-04-27 16:45:06.964020,2026-04-27 16:45:09.506293,0 days 00:00:02.542273,0.7455170157811195,0.15643443992285588,0.05039739912340607,6,8,1071,0.22274386599570214,0.10395336238554696,0.6621643163668574,1070,COMPLETE
49,0.9862130597915371,2026-04-27 16:45:09.506974,2026-04-27 16:45:14.169042,0 days 00:00:04.662068,0.7732597048520227,0.5019240749313704,0.019997578883693457,8,7,973,0.0689382769034601,0.9737417315440559,0.6214253055130115,971,COMPLETE
