rover,algorithm,target,predicted,evaluator,abs_error,rel_error,is_primary
Pragyan,xgboost_tuned,range_km,2.9309606552124023,0.5,2.4309606552124023,4.861921310424805,False
Pragyan,xgboost_tuned,energy_margin_raw_pct,152.47438049316406,100.99850554758622,51.47587494557784,0.5096696695311456,False
Pragyan,xgboost_tuned,slope_capability_deg,7.0935773849487305,5.896646964402245,1.1969304205464857,0.20298492139215613,True
Pragyan,xgboost_tuned,total_mass_kg,22.29587173461914,22.308452404712813,-0.012580670093672808,-0.000563941857796243,True
Pragyan,xgboost_tuned,motor_torque_ok,0.9999128580093384,1.0,-8.71419906616211e-05,,True
Yutu-2,xgboost_tuned,range_km,2.9632272720336914,0.2,2.7632272720336912,13.816136360168455,False
Yutu-2,xgboost_tuned,energy_margin_raw_pct,914.0381469726562,650.2537013967963,263.78444557586,0.4056638893546168,False
Yutu-2,xgboost_tuned,slope_capability_deg,26.094707489013672,26.311105792749636,-0.21639830373596425,-0.00822459935513602,True
Yutu-2,xgboost_tuned,total_mass_kg,71.0192642211914,70.4529657566495,0.5662984645419016,0.008037964881392563,True
Yutu-2,xgboost_tuned,motor_torque_ok,0.9999734163284302,1.0,-2.658367156982422e-05,,True
MoonRanger,xgboost_tuned,range_km,8.165278434753418,2.0,6.165278434753418,3.082639217376709,False
MoonRanger,xgboost_tuned,energy_margin_raw_pct,13.823904991149902,-76.44244869273318,90.26635368388308,-1.1808406877010997,False
MoonRanger,xgboost_tuned,slope_capability_deg,10.096704483032227,8.358425340647052,1.7382791423851742,0.20796729904757497,True
MoonRanger,xgboost_tuned,total_mass_kg,25.742700576782227,26.106383511575256,-0.3636829347930295,-0.013930804878882472,True
MoonRanger,xgboost_tuned,motor_torque_ok,0.9998819828033447,1.0,-0.00011801719665527344,,True
Rashid-1,xgboost_tuned,range_km,3.836239814758301,1.0,2.836239814758301,2.836239814758301,False
Rashid-1,xgboost_tuned,energy_margin_raw_pct,242.81199645996094,159.20457318007692,83.60742327988402,0.5251571711154008,False
Rashid-1,xgboost_tuned,slope_capability_deg,17.271472930908203,16.937036699146987,0.3344362317612166,0.019745852695593445,True
Rashid-1,xgboost_tuned,total_mass_kg,20.91080665588379,20.59092974263286,0.3198769132509298,0.015534845548456947,True
Rashid-1,xgboost_tuned,motor_torque_ok,0.9999797344207764,1.0,-2.0265579223632812e-05,,True
