rover,algorithm,target,predicted,evaluator,abs_error,rel_error,is_primary
Pragyan,ridge,range_km,-5.129081818352956,0.5,-5.629081818352956,-11.258163636705913,False
Pragyan,ridge,energy_margin_raw_pct,-3.057217507356256,100.20342554155582,-103.26064304891207,-1.0305101097176401,False
Pragyan,ridge,slope_capability_deg,3.487216749878245,2.8419808603791825,0.6452358894990624,0.2270373803337204,True
Pragyan,ridge,total_mass_kg,21.936426386609522,22.308452404712813,-0.3720260181032913,-0.016676460175457902,True
Pragyan,random_forest,range_km,2.5261126623715238,0.5,2.0261126623715238,4.0522253247430475,False
Pragyan,random_forest,energy_margin_raw_pct,421.2246098381298,100.20342554155582,321.021184296574,3.203694709652834,False
Pragyan,random_forest,slope_capability_deg,5.021666466686963,2.8419808603791825,2.17968560630778,0.7669599879068019,True
Pragyan,random_forest,total_mass_kg,23.11904417310544,22.308452404712813,0.8105917683926265,0.036335634300718386,True
Pragyan,xgboost,range_km,3.184434413909912,0.5,2.684434413909912,5.368868827819824,False
Pragyan,xgboost,energy_margin_raw_pct,89.0935287475586,100.20342554155582,-11.109896793997223,-0.11087342307863304,False
Pragyan,xgboost,slope_capability_deg,4.771432876586914,2.8419808603791825,1.9294520162077315,0.6789109818108698,True
Pragyan,xgboost,total_mass_kg,22.58864402770996,22.308452404712813,0.2801916229971475,0.012559886177400415,True
Pragyan,mlp_joint,range_km,2.1216363531246483,0.5,1.6216363531246483,3.2432727062492965,False
Pragyan,mlp_joint,energy_margin_raw_pct,25.981621721807983,100.20342554155582,-74.22180381974783,-0.7407112423413805,False
Pragyan,mlp_joint,slope_capability_deg,4.358141775295797,2.8419808603791825,1.5161609149166146,0.5334873770804796,True
Pragyan,mlp_joint,total_mass_kg,25.94855613679517,22.308452404712813,3.6401037320823555,0.1631715040579578,True
Pragyan,logreg,motor_torque_ok,0.9999973923928418,1.0,-2.607607158200409e-06,,True
Pragyan,xgboost,motor_torque_ok,0.9999980926513672,1.0,-1.9073486328125e-06,,True
Yutu-2,ridge,range_km,4.376108737528368,0.2,4.176108737528367,20.880543687641836,False
Yutu-2,ridge,energy_margin_raw_pct,1346.686044508515,649.7887812270878,696.8972632814271,1.0724981461904861,False
Yutu-2,ridge,slope_capability_deg,20.90998778012998,20.97896300311567,-0.06897522298568859,-0.0032878280482903184,True
Yutu-2,ridge,total_mass_kg,69.12726539354482,70.4529657566495,-1.325700363104687,-0.018816814152065195,True
Yutu-2,random_forest,range_km,2.681247604192953,0.2,2.4812476041929528,12.406238020964762,False
Yutu-2,random_forest,energy_margin_raw_pct,901.5956719924347,649.7887812270878,251.8068907653469,0.3875211423161607,False
Yutu-2,random_forest,slope_capability_deg,20.447642247712658,20.97896300311567,-0.5313207554030122,-0.025326359330730675,True
Yutu-2,random_forest,total_mass_kg,69.47023068844551,70.4529657566495,-0.9827350682039935,-0.013948810495763136,True
Yutu-2,xgboost,range_km,3.5231773853302,0.2,3.3231773853302,16.615886926650997,False
Yutu-2,xgboost,energy_margin_raw_pct,902.9432373046875,649.7887812270878,253.15445607759966,0.38959499362166944,False
Yutu-2,xgboost,slope_capability_deg,20.14853286743164,20.97896300311567,-0.8304301356840291,-0.03958394585855834,True
Yutu-2,xgboost,total_mass_kg,70.5390853881836,70.4529657566495,0.08611963153408908,0.0012223705646622963,True
Yutu-2,mlp_joint,range_km,2.933636376094494,0.2,2.733636376094494,13.668181880472469,False
Yutu-2,mlp_joint,energy_margin_raw_pct,784.6957118047444,649.7887812270878,134.90693057765657,0.20761658938292651,False
Yutu-2,mlp_joint,slope_capability_deg,20.63259651914661,20.97896300311567,-0.3463664839690601,-0.01651018136204444,True
Yutu-2,mlp_joint,total_mass_kg,70.16839950399626,70.4529657566495,-0.2845662526532493,-0.0040390954390219025,True
Yutu-2,logreg,motor_torque_ok,0.9999999938374113,1.0,-6.1625886615956915e-09,,True
Yutu-2,xgboost,motor_torque_ok,0.9999994039535522,1.0,-5.960464477539062e-07,,True
MoonRanger,ridge,range_km,0.369159468928288,2.0,-1.630840531071712,-0.815420265535856,False
MoonRanger,ridge,energy_margin_raw_pct,-400.4453497234392,-77.01332414014557,-323.43202558329364,4.199689199166703,False
MoonRanger,ridge,slope_capability_deg,4.495992001556671,4.163570283621842,0.332421717934829,0.07984054436224365,True
MoonRanger,ridge,total_mass_kg,25.188091423810032,26.106383511575256,-0.9182920877652236,-0.035175001828884646,True
MoonRanger,random_forest,range_km,7.1359279590886855,2.0,5.1359279590886855,2.5679639795443427,False
MoonRanger,random_forest,energy_margin_raw_pct,138.4066058646793,-77.01332414014557,215.4199300048249,-2.7971774028713896,False
MoonRanger,random_forest,slope_capability_deg,6.204762646325481,4.163570283621842,2.0411923627036392,0.4902504878404574,True
MoonRanger,random_forest,total_mass_kg,26.835086441563572,26.106383511575256,0.7287029299883159,0.027912825599348826,True
MoonRanger,xgboost,range_km,12.665328025817871,2.0,10.665328025817871,5.3326640129089355,False
MoonRanger,xgboost,energy_margin_raw_pct,23.130422592163086,-77.01332414014557,100.14374673230866,-1.3003431269902248,False
MoonRanger,xgboost,slope_capability_deg,5.796538829803467,4.163570283621842,1.6329685461816252,0.39220391033272645,True
MoonRanger,xgboost,total_mass_kg,26.016489028930664,26.106383511575256,-0.08989448264459199,-0.0034433908704640708,True
MoonRanger,mlp_joint,range_km,8.583367260530249,2.0,6.583367260530249,3.2916836302651244,False
MoonRanger,mlp_joint,energy_margin_raw_pct,-320.29135365793286,-77.01332414014557,-243.27802951778727,3.158908308841211,False
MoonRanger,mlp_joint,slope_capability_deg,4.635335320216395,4.163570283621842,0.4717650365945536,0.1133078114353748,True
MoonRanger,mlp_joint,total_mass_kg,28.69070574352787,26.106383511575256,2.5843222319526156,0.09899196611460022,True
MoonRanger,logreg,motor_torque_ok,0.9999944153185707,1.0,-5.584681429304794e-06,,True
MoonRanger,xgboost,motor_torque_ok,0.9999938011169434,1.0,-6.198883056640625e-06,,True
Rashid-1,ridge,range_km,7.408728144680598,1.0,6.408728144680598,6.408728144680598,False
Rashid-1,ridge,energy_margin_raw_pct,805.0946871512635,158.57421816485925,646.5204689864042,4.077084386531606,False
Rashid-1,ridge,slope_capability_deg,9.706475587244993,10.56986576629577,-0.8633901790507768,-0.08168411956600972,True
Rashid-1,ridge,total_mass_kg,19.673535283327105,20.59092974263286,-0.9173944593057541,-0.044553328614701564,True
Rashid-1,random_forest,range_km,3.832991280788422,1.0,2.832991280788422,2.832991280788422,False
Rashid-1,random_forest,energy_margin_raw_pct,252.59317430033664,158.57421816485925,94.0189561354774,0.5929019056410042,False
Rashid-1,random_forest,slope_capability_deg,10.674047004991905,10.56986576629577,0.10418123869613538,0.00985643914498319,True
Rashid-1,random_forest,total_mass_kg,23.066798869224417,20.59092974263286,2.475869126591558,0.12024076413923895,True
Rashid-1,xgboost,range_km,4.402860164642334,1.0,3.402860164642334,3.402860164642334,False
Rashid-1,xgboost,energy_margin_raw_pct,253.9989013671875,158.57421816485925,95.42468320232825,0.6017666951579824,False
Rashid-1,xgboost,slope_capability_deg,10.902094841003418,10.56986576629577,0.33222907470764795,0.031431721277580454,True
Rashid-1,xgboost,total_mass_kg,21.0456485748291,20.59092974263286,0.4547188321962423,0.022083453145622732,True
Rashid-1,mlp_joint,range_km,4.115847512838636,1.0,3.115847512838636,3.115847512838636,False
Rashid-1,mlp_joint,energy_margin_raw_pct,155.0605174871758,158.57421816485925,-3.5137006776834596,-0.022158082936473915,False
Rashid-1,mlp_joint,slope_capability_deg,12.05157723953611,10.56986576629577,1.48171147324034,0.1401826197230515,True
Rashid-1,mlp_joint,total_mass_kg,23.769947844389666,20.59092974263286,3.1790181017568067,0.15438924524008996,True
