scenario_family,sinkage_max_m,peak_motor_torque_nm,energy_margin_raw_pct
crater_rim_survey,0.9752455043748447,0.9539975990396158,0.945546218487395
equatorial_mare_traverse,0.9614885954381753,0.9670588235294117,0.99078031212485
highland_slope_capability,0.9495798319327731,0.9571668667466987,0.8271308523409364
polar_prospecting,0.9569747899159663,0.9466986794717888,0.8700600240096038
